Gene ID	Gene Name	SRR12951211	SRR12951212	SRR12951213	SRR12951214	SRR12951215	SRR12951216	SRR12951217	SRR12951218	SRR12951219	SRR12951220	SRR12951221	SRR12951222	SRR12951223	SRR12951224	SRR12951225	SRR12951226	SRR12951227	SRR12951228	SRR12951229
ENSG00000078018	MAP2	205	94	1695	741	2307	540	186	37	936	1566	514	301	268	515	654	466	440	697	226
ENSG00000078043	PIAS2	861	392	1430	1425	1234	385	572	786	1304	1571	1299	1345	1233	891	1740	1169	1020	1158	726
ENSG00000078053	AMPH	85	16	52	627	465	45	1	27	59	87	81	44	85	59	111	64	48	104	33
ENSG00000078061	ARAF	195	111	137	70	111	2	0	73	59	73	86	139	120	116	190	129	63	216	139
ENSG00000078070	MCCC1	352	108	237	359	253	48	157	88	251	290	468	412	423	257	630	377	197	380	303
ENSG00000078081	LAMP3	34	45	11	2	1	287	1	5	9	517	49	59	214	37	77	164	116	41	91
ENSG00000078098	FAP	468	2	139	68	137	7	0	55	66	360	70	42	22	72	246	23	66	182	13
ENSG00000078114	NEBL	206	118	119	27	540	591	241	634	406	1827	410	490	397	152	774	622	541	364	493
ENSG00000078124	ACER3	1068	675	1138	682	1031	875	187	679	749	1666	1558	1281	1505	822	1664	1096	993	1092	759
ENSG00000078140	UBE2K	1415	1542	2447	2279	1744	1191	728	1349	1999	2488	1940	2138	2054	1502	2088	1886	1637	1721	989
ENSG00000078142	PIK3C3	1056	665	1335	1677	1519	276	261	1276	1412	1778	1475	1269	1337	1215	1739	1443	1271	1314	791
ENSG00000078177	N4BP2	926	518	1398	629	1291	617	70	766	1122	1025	1265	1592	1538	955	1816	1389	1115	1157	820
ENSG00000078237	TIGAR	54	19	52	99	0	72	80	16	27	96	36	56	45	44	50	26	64	66	35
ENSG00000078246	TULP3	942	300	1246	1746	774	206	587	94	598	748	508	332	298	486	694	532	526	1127	488
ENSG00000078269	SYNJ2	1101	668	718	316	390	380	85	557	675	827	876	1094	982	1207	1323	1516	1715	1018	929
ENSG00000078295	ADCY2	219	2	286	247	332	2	5	158	166	116	179	102	46	81	268	121	36	291	52
ENSG00000078304	PPP2R5C	2814	1892	5608	4286	4998	3397	1662	2046	3052	3747	3749	3129	2967	2544	4142	3075	2607	3020	1952
ENSG00000078319	PMS2P1	4	5	25	1	18	4	0	2	15	9	11	13	7	7	23	9	8	17	13
ENSG00000078328	RBFOX1	52	17	2	3	22	24	15	8	15	8	29	123	82	30	156	104	58	90	75
ENSG00000078369	GNB1	1977	1191	2866	1377	2450	1039	405	692	1696	2265	1923	1607	1416	2309	2078	1588	1592	1916	1123
ENSG00000078399	HOXA9	67	143	124	167	247	109	129	57	136	87	173	153	340	103	128	95	85	82	82
ENSG00000078401	EDN1	129	142	179	68	195	171	2	68	185	133	476	425	279	301	277	348	149	281	183
ENSG00000078403	MLLT10	2689	933	2472	2084	2194	273	531	1199	1722	1944	2051	2210	1837	2318	3785	3080	3110	2851	1945
ENSG00000078487	ZCWPW1	84	0	51	19	267	0	1	409	36	11	52	36	90	46	105	75	77	46	59
ENSG00000078549	ADCYAP1R1	112	42	318	190	239	0	23	7	28	47	79	55	10	112	73	53	100	126	16
ENSG00000078579	FGF20	0	0	0	0	8	0	0	0	0	1	3	0	0	1	0	1	0	0	1
ENSG00000078589	P2RY10	47	22	8	0	3	3	0	10	30	78	60	74	162	4	39	62	52	73	98
ENSG00000078596	ITM2A	162	17	439	189	381	121	142	0	330	502	203	136	328	390	285	212	306	100	118
ENSG00000078618	NRDC	1530	1226	2113	2128	1252	740	460	1394	1071	1622	1446	1258	1363	959	2166	1668	1465	1565	1331
ENSG00000078668	VDAC3	457	167	849	446	671	406	75	54	389	583	532	653	486	390	828	536	408	573	333
ENSG00000078674	PCM1	5007	1561	9323	6107	6953	2701	1387	3294	5550	5727	5992	5435	4862	5079	8375	5877	6161	5614	3810
ENSG00000078687	TNRC6C	842	217	1219	850	589	95	380	339	460	766	750	564	586	626	947	828	770	838	517
ENSG00000078699	CBFA2T2	783	465	996	441	404	171	547	186	514	553	932	880	922	728	1404	869	581	886	741
ENSG00000078725	BRINP1	2	0	0	45	46	0	0	0	8	26	1	0	1	3	2	5	1	0	1
ENSG00000078747	ITCH	1722	1087	2852	2627	2227	1234	799	1352	1494	2667	2670	2160	1964	1457	2762	2145	1358	2008	1284
ENSG00000078795	PKD2L2	34	25	12	8	12	0	0	2	19	7	17	56	72	26	53	43	24	39	21
ENSG00000078804	TP53INP2	2624	153	1579	923	1408	231	79	1952	298	262	933	2013	758	932	1163	1600	821	2482	1039
ENSG00000078808	SDF4	174	103	306	28	20	32	128	22	80	100	253	253	196	197	270	216	111	189	176
ENSG00000078814	MYH7B	50	1	5	2	3	0	1	3	4	0	16	14	12	11	29	20	2	38	18
ENSG00000078898	BPIFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078900	TP73	3	0	0	0	0	0	0	0	1	0	0	1	10	0	7	2	3	0	0
ENSG00000078902	TOLLIP	135	55	208	312	62	37	20	163	112	52	105	90	113	99	189	101	99	133	92
ENSG00000078967	UBE2D4	383	195	606	392	314	136	54	116	510	358	286	343	229	511	437	474	419	423	213
ENSG00000079101	CLUL1	5	0	6	4	0	0	0	70	4	6	2	13	9	8	16	6	15	1	4
ENSG00000079102	RUNX1T1	1288	363	3204	2677	3449	202	1373	153	2094	1864	1058	935	452	737	1360	989	977	1230	433
ENSG00000079112	CDH17	6690	2328	175	0	152	5990	1112	2715	2101	5278	9739	9813	11462	9732	9129	12086	7581	4530	7939
ENSG00000079134	THOC1	567	274	923	654	699	306	111	596	790	671	529	773	858	598	1123	1070	1084	941	546
ENSG00000079150	FKBP7	347	76	986	504	1019	431	134	3	655	1308	315	249	195	348	244	219	486	710	146
ENSG00000079156	OSBPL6	108	13	69	204	116	80	1	162	48	223	78	88	93	315	116	98	136	113	45
ENSG00000079215	SLC1A3	46	133	884	238	270	37	15	0	297	802	142	52	68	79	289	42	80	176	75
ENSG00000079246	XRCC5	2254	1411	4355	3438	3697	1616	930	1912	2082	3077	3212	2669	2768	2005	4351	2987	3009	2517	2011
ENSG00000079257	LXN	493	467	795	290	208	1396	168	201	403	973	865	711	774	619	905	768	972	483	475
ENSG00000079263	SP140	126	2	11	3	2	61	0	19	30	96	191	106	331	75	125	183	248	128	205
ENSG00000079277	MKNK1	417	134	459	346	574	113	50	249	293	353	460	439	598	427	804	477	332	482	366
ENSG00000079308	TNS1	10764	1917	21186	7785	18019	3798	7206	11848	3832	2839	6367	4151	728	3594	10717	3025	4003	17157	2317
ENSG00000079313	REXO1	97	3	1	11	35	1	0	52	14	18	65	66	45	42	52	67	37	81	95
ENSG00000079332	SAR1A	1409	706	2240	2267	1996	1460	98	978	1725	2221	1448	1316	1488	1312	1744	1315	1714	1433	828
ENSG00000079335	CDC14A	332	279	292	182	206	71	188	107	215	420	480	532	366	974	390	589	283	434	415
ENSG00000079337	RAPGEF3	67	1	4	6	36	8	9	31	22	7	75	25	67	50	83	54	32	69	57
ENSG00000079385	CEACAM1	5015	5333	226	46	62	3992	1	2348	74	4232	4246	10665	5232	1212	6306	10689	4789	7438	6349
ENSG00000079387	SENP1	608	250	865	409	584	320	40	171	464	730	594	448	462	320	632	666	515	579	442
ENSG00000079393	DUSP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079432	CIC	344	49	70	141	62	43	27	39	41	55	105	94	126	115	122	159	71	319	132
ENSG00000079435	LIPE	63	0	3	0	0	11	23	5	4	4	12	15	13	18	20	17	8	42	13
ENSG00000079459	FDFT1	1186	755	1092	665	582	1346	340	236	457	939	900	888	1072	703	1899	1286	756	928	824
ENSG00000079462	PAFAH1B3	27	56	17	3	0	0	0	0	0	23	19	31	36	11	38	24	12	36	23
ENSG00000079482	OPHN1	378	128	332	176	603	25	56	151	385	300	446	379	278	302	673	476	257	428	243
ENSG00000079557	AFM	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1
ENSG00000079616	KIF22	108	23	38	49	4	0	86	31	63	100	97	232	222	80	346	294	141	126	150
ENSG00000079689	SCGN	8	2	63	39	6	13	2	1	49	82	50	21	15	36	71	62	20	73	15
ENSG00000079691	CARMIL1	1261	861	278	168	109	733	174	215	959	1339	1763	2232	2111	2671	2266	2318	1362	1454	1984
ENSG00000079739	PGM1	355	168	314	637	56	514	165	267	253	408	477	381	515	369	560	406	294	435	276
ENSG00000079785	DDX1	1280	1153	2552	1658	1405	591	317	574	1374	1748	1767	1600	1519	1224	2607	1732	1528	1346	956
ENSG00000079805	DNM2	1039	253	268	252	136	233	303	699	323	455	1041	1276	955	751	1612	1254	683	1242	1142
ENSG00000079819	EPB41L2	3321	1963	7088	5273	4573	2633	2458	1948	4959	5496	3738	3339	3347	4299	4868	3954	5215	4518	2380
ENSG00000079841	RIMS1	61	11	44	182	22	6	8	5	104	63	32	28	76	182	112	36	13	129	18
ENSG00000079931	MOXD1	373	117	971	464	1185	12	8	39	179	1385	202	202	117	175	290	133	393	293	85
ENSG00000079950	STX7	1668	1001	2985	2146	2161	1699	901	708	2353	2258	2061	1991	2754	4670	2970	2260	2545	1985	1457
ENSG00000079974	RABL2B	131	63	143	127	89	4	23	46	96	79	96	108	85	99	187	106	134	121	96
ENSG00000079999	KEAP1	99	66	143	56	14	78	27	60	42	81	109	112	137	82	195	100	75	118	113
ENSG00000080007	DDX43	26	2	81	9	16	7	1	2	26	44	38	33	23	22	46	49	18	55	18
ENSG00000080031	PTPRH	333	46	73	8	73	28	0	187	52	186	426	505	446	624	328	459	139	339	363
ENSG00000080166	DCT	49	0	21	97	0	0	0	0	9	13	9	4	8	6	20	2	0	17	8
ENSG00000080189	SLC35C2	143	24	90	39	66	6	236	15	27	41	70	150	128	87	158	128	47	99	111
ENSG00000080200	CRYBG3	3477	1106	6021	5803	8653	586	1380	2824	3942	4154	4019	3015	2938	1651	4176	3225	2405	2556	1937
ENSG00000080224	EPHA6	345	8	580	94	117	3	0	42	248	249	219	248	15	196	1019	275	127	963	97
ENSG00000080293	SCTR	1	1	1	0	0	0	0	0	2	7	54	34	32	63	20	17	2	12	10
ENSG00000080298	RFX3	726	757	796	1079	1230	633	382	512	1186	1407	851	762	1046	770	1113	878	604	866	572
ENSG00000080345	RIF1	3053	2817	6339	5488	5221	1572	1387	2953	4928	5904	4098	3776	4240	3019	4386	4031	3945	3456	2182
ENSG00000080371	RAB21	2225	1966	3783	4556	6266	2598	834	2122	2652	3420	2554	2257	2054	2294	2610	1780	1826	2344	952
ENSG00000080493	SLC4A4	2436	2181	493	307	613	1319	487	583	1788	4083	4923	8482	5649	1073	5760	7114	2098	3046	4995
ENSG00000080503	SMARCA2	2543	624	3722	1548	3356	811	1963	552	2530	2404	2893	2308	2647	3314	3367	3080	2879	2962	2120
ENSG00000080511	RDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000080546	SESN1	499	453	1469	895	1782	274	224	247	1190	1246	976	861	740	1516	1473	720	462	1000	539
ENSG00000080561	MID2	260	77	671	382	533	36	29	55	179	310	263	138	52	156	304	191	252	253	79
ENSG00000080572	DNAAF6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
ENSG00000080573	COL5A3	135	24	73	40	6	0	4	3	54	77	84	56	40	37	63	29	111	116	26
ENSG00000080603	SRCAP	214	403	31	24	8	1	15	161	46	84	91	78	86	64	95	67	46	141	80
ENSG00000080608	PUM3	288	469	385	673	240	310	191	626	206	523	313	376	415	171	389	390	479	343	242
ENSG00000080618	CPB2	3	0	9	0	0	0	19	1	28	2	9	0	5	4	7	4	10	10	1
ENSG00000080644	CHRNA3	249	18	493	831	409	59	2	17	194	140	254	126	61	119	274	131	94	260	56
ENSG00000080709	KCNN2	7	9	85	30	0	0	2	0	20	60	44	17	7	9	168	22	25	87	8
ENSG00000080802	CNOT4	1748	816	2804	2826	1940	887	1231	1158	1543	2756	1527	1396	1000	1499	1684	1481	1115	2139	1351
ENSG00000080815	PSEN1	1257	776	1342	1046	1210	413	292	222	718	1702	1557	1401	1358	1467	1696	1685	1016	1148	1152
ENSG00000080819	CPOX	116	4	290	48	311	33	85	1	315	174	100	142	258	196	208	146	126	119	76
ENSG00000080822	CLDND1	1104	1388	3244	2993	3985	1956	292	838	1939	2430	1545	1278	1137	957	1244	1187	969	1213	497
ENSG00000080823	MOK	232	8	105	109	31	21	9	128	45	133	94	105	91	101	188	151	85	248	92
ENSG00000080824	HSP90AA1	11239	5864	21917	12884	7620	3168	4105	9746	8766	15048	10699	9505	10907	12702	12538	16581	17947	11639	9365
ENSG00000080839	RBL1	241	89	554	417	128	36	279	136	272	348	249	355	517	224	373	432	310	295	263
ENSG00000080845	DLGAP4	770	240	1473	715	873	305	394	197	273	405	574	510	268	404	719	401	461	650	264
ENSG00000080854	IGSF9B	97	4	104	6	11	19	2	22	3	1	77	48	26	40	132	32	20	100	18
ENSG00000080910	CFHR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080947	CROCCP3	185	2	191	0	196	1	2	24	38	100	70	94	112	72	244	117	134	148	90
ENSG00000080986	NDC80	113	44	42	0	2	27	0	8	72	51	144	201	210	158	226	306	200	136	112
ENSG00000081014	AP4E1	397	258	742	729	775	805	239	544	463	663	404	437	473	372	661	457	506	512	335
ENSG00000081019	RSBN1	667	1174	1624	2452	1275	756	1228	878	1690	1782	1398	1147	1152	1015	1428	1171	805	1009	719
ENSG00000081026	MAGI3	1329	1051	847	588	1045	3714	261	768	913	1491	1705	1799	1810	1990	1961	1662	1235	1233	1211
ENSG00000081041	CXCL2	224	44	27	99	50	2	0	6	10	140	169	539	335	36	92	105	43	79	88
ENSG00000081051	AFP	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSG00000081052	COL4A4	158	390	65	116	431	288	0	57	179	220	242	311	417	125	261	275	316	332	151
ENSG00000081059	TCF7	178	38	21	20	33	299	1	15	218	104	120	143	166	176	189	291	196	275	268
ENSG00000081087	OSTM1	752	739	2341	931	2620	520	323	354	756	1655	929	532	591	464	1010	556	600	727	358
ENSG00000081138	CDH7	2	0	0	0	6	0	0	1	7	0	0	2	0	1	17	8	19	5	1
ENSG00000081148	IMPG2	25	0	45	1	28	12	0	0	13	25	9	11	22	62	69	41	41	62	14
ENSG00000081154	PCNP	1882	1553	4754	6256	6930	2903	678	1576	4291	5056	2712	2189	2708	2560	2768	2204	2239	2270	909
ENSG00000081177	EXD2	406	120	455	287	695	83	211	14	314	647	388	427	424	300	690	534	306	387	221
ENSG00000081181	ARG2	37	24	22	20	6	134	117	1	10	12	47	38	42	43	61	38	34	45	60
ENSG00000081189	MEF2C	1305	831	1753	1740	2310	2247	300	357	1424	2095	1498	1278	1872	768	1375	1343	1870	1861	1113
ENSG00000081237	PTPRC	2646	1662	1886	159	714	999	1334	550	2103	3980	2701	2615	5469	1769	2156	3549	3134	2624	3174
ENSG00000081248	CACNA1S	1	0	0	0	0	0	0	0	0	0	0	3	8	0	3	0	0	0	3
ENSG00000081277	PKP1	10	0	0	6	0	0	0	0	0	14	3	0	3	0	13	0	3	1	3
ENSG00000081307	UBA5	672	678	730	1050	893	338	171	463	632	1391	820	810	1143	866	1072	953	777	783	565
ENSG00000081320	STK17B	849	686	444	48	390	1368	198	248	888	2134	1679	1637	3092	3532	1060	1758	1149	1100	1080
ENSG00000081377	CDC14B	332	223	342	599	1349	156	29	271	423	457	603	479	511	539	625	423	364	432	306
ENSG00000081386	ZNF510	435	196	916	545	412	221	291	193	576	1033	596	376	494	480	764	600	466	403	414
ENSG00000081479	LRP2	1	2	137	0	0	0	0	0	0	48	9	1	0	0	1	2	0	5	1
ENSG00000081665	ZNF506	1338	361	1685	1077	1801	228	682	530	1554	1570	1493	1409	1557	1340	1596	1683	1415	1142	1029
ENSG00000081692	JMJD4	7	0	14	0	0	0	0	0	2	3	16	15	15	19	26	15	5	8	18
ENSG00000081721	DUSP12	146	89	78	62	9	80	0	106	65	133	168	137	172	74	186	117	125	93	95
ENSG00000081760	AACS	152	93	159	118	2	13	136	102	44	59	182	175	186	66	269	145	88	237	109
ENSG00000081791	DELE1	882	113	540	224	220	103	428	169	340	467	636	642	796	606	1019	1117	762	808	520
ENSG00000081800	SLC13A1	4	1	0	0	0	83	0	7	32	61	41	12	7	1179	0	0	4	0	1
ENSG00000081803	CADPS2	378	75	347	318	337	131	63	33	330	689	482	388	457	319	578	461	423	452	223
ENSG00000081818	PCDHB4	144	28	230	128	258	134	0	21	92	104	117	117	45	61	71	53	92	70	24
ENSG00000081842	PCDHA6	6	0	29	0	14	0	0	0	1	10	13	16	14	13	18	8	6	4	4
ENSG00000081853	PCDHGA2	75	52	285	279	307	2	2	6	46	73	43	44	30	63	50	46	57	88	16
ENSG00000081870	HSPB11	218	34	363	269	77	53	128	140	261	338	351	241	363	268	419	283	287	270	246
ENSG00000081913	PHLPP1	498	161	548	352	710	149	84	164	220	703	545	671	482	454	743	807	558	466	654
ENSG00000081923	ATP8B1	4616	3424	1299	960	1541	4357	695	871	3527	5617	8397	9589	9968	3182	10640	9600	4525	4761	6297
ENSG00000081985	IL12RB2	17	204	0	1	17	1	10	44	49	14	30	30	27	12	38	30	41	53	21
ENSG00000082014	SMARCD3	50	11	93	30	8	5	0	0	21	68	58	44	39	24	73	46	26	70	36
ENSG00000082068	WDR70	320	95	347	246	169	75	129	602	227	235	322	360	344	338	530	371	352	414	302
ENSG00000082074	FYB1	1232	643	1466	96	362	581	1038	586	1440	2504	1591	1124	2764	1344	1096	1846	1375	1442	1493
ENSG00000082126	MPP4	9	0	0	14	0	0	0	0	0	1	1	1	5	5	3	1	8	0	4
ENSG00000082146	STRADB	432	100	259	366	158	759	101	366	749	861	803	622	493	1633	565	582	398	436	349
ENSG00000082153	BZW1	564	503	806	602	877	698	214	547	293	746	496	513	515	336	677	611	566	556	324
ENSG00000082175	PGR	878	727	2220	878	1501	1202	447	84	1249	1321	775	589	263	989	1204	423	542	633	185
ENSG00000082196	C1QTNF3	792	174	1297	26	310	12	1	6	264	221	167	291	236	716	210	383	775	520	107
ENSG00000082212	ME2	1562	1698	3263	1492	1896	1847	910	635	1720	2666	1810	1987	2381	1812	1817	1826	1530	1527	1149
ENSG00000082213	C5orf22	872	509	1468	1699	1005	1021	192	1064	764	1675	1095	917	759	818	911	900	993	1321	716
ENSG00000082258	CCNT2	1428	1080	1725	1625	1358	787	365	1194	1708	1758	1853	1768	1884	1278	2280	2130	1652	1690	1341
ENSG00000082269	FAM135A	2151	1926	1524	2942	1054	1519	1561	1191	2151	2672	2820	3306	2820	2229	3764	3771	2613	2107	2120
ENSG00000082293	COL19A1	58	3	19	179	83	62	0	34	33	71	72	75	142	18	135	245	190	139	99
ENSG00000082397	EPB41L3	1213	1708	3226	1754	3514	938	472	397	1723	3096	2201	1672	1180	3593	1931	1230	1126	1010	782
ENSG00000082438	COBLL1	2131	1558	2375	2147	3427	1154	946	749	2212	3658	2311	2423	2814	2374	2901	2556	2659	2539	1660
ENSG00000082458	DLG3	513	171	341	114	255	727	147	116	225	301	880	574	712	617	866	884	467	476	663
ENSG00000082482	KCNK2	31	11	210	276	73	0	0	0	39	22	32	13	5	49	9	7	74	53	9
ENSG00000082497	SERTAD4	361	20	423	40	130	120	480	744	488	206	428	336	364	151	570	322	231	355	179
ENSG00000082512	TRAF5	1501	509	1314	672	1050	250	453	695	613	840	1051	971	1314	598	1908	1064	1299	1233	646
ENSG00000082515	MRPL22	163	124	222	62	27	53	0	17	134	256	157	186	213	114	302	176	177	120	131
ENSG00000082516	GEMIN5	490	199	643	307	198	132	148	215	433	613	357	327	298	285	532	431	397	518	276
ENSG00000082556	OPRK1	0	0	0	15	0	0	0	0	12	0	1	13	0	10	4	1	0	20	0
ENSG00000082641	NFE2L1	641	240	786	651	862	180	774	225	361	486	792	537	427	662	898	533	347	750	491
ENSG00000082684	SEMA5B	122	20	11	0	0	2	0	0	14	23	49	35	54	8	31	74	60	151	25
ENSG00000082701	GSK3B	1739	1244	1995	1609	2533	640	653	683	1693	1692	1964	1802	1731	2774	2233	1842	1123	1615	1182
ENSG00000082781	ITGB5	460	224	530	189	478	76	19	76	257	302	518	353	355	358	794	344	376	463	244
ENSG00000082805	ERC1	2039	911	2449	2041	1925	488	729	1492	1329	1030	1627	1215	1253	1270	2596	1595	1940	2426	1280
ENSG00000082898	XPO1	1786	1201	4333	3641	3289	3862	4552	880	3024	3829	2605	2622	2944	2091	3486	3317	2869	2308	1880
ENSG00000082929	LINC01587	2	0	0	1	0	0	0	0	4	7	2	19	0	17	15	14	7	3	7
ENSG00000082996	RNF13	725	666	1931	1388	1937	673	157	280	1112	2060	1107	798	765	859	1098	817	728	858	393
ENSG00000083067	TRPM3	49	153	39	361	249	105	0	70	82	88	73	64	33	112	102	66	106	137	25
ENSG00000083093	PALB2	354	254	485	198	1552	254	28	465	231	744	403	398	490	434	581	481	400	423	281
ENSG00000083097	DOP1A	793	231	835	524	203	221	847	771	916	946	1197	1311	1150	951	1815	1146	973	959	769
ENSG00000083099	LYRM2	459	406	766	583	434	69	350	218	774	726	540	502	673	397	615	574	505	546	395
ENSG00000083123	BCKDHB	828	215	1084	244	815	1531	911	235	782	1159	1032	911	972	523	894	743	685	778	453
ENSG00000083168	KAT6A	2246	1480	2510	2784	2371	4773	810	1311	2600	2983	2784	2067	1921	2394	2608	2033	1489	2378	1717
ENSG00000083223	TUT7	1546	512	1501	826	907	810	355	1750	1372	2157	1945	1780	2305	1523	2436	2322	1704	2003	1576
ENSG00000083290	ULK2	417	332	836	333	462	379	42	458	522	446	438	349	209	301	727	342	330	374	225
ENSG00000083307	GRHL2	224	152	32	0	0	200	99	292	195	211	427	447	519	213	565	511	203	273	432
ENSG00000083312	TNPO1	3097	3113	6931	3757	8515	2637	1780	3364	4219	5712	3755	3338	2873	3178	4717	3411	3714	3140	1971
ENSG00000083444	PLOD1	250	2	305	71	59	36	10	12	122	117	182	161	158	181	339	167	154	281	116
ENSG00000083454	P2RX5	4	26	0	0	0	0	1	0	3	8	31	26	76	17	43	29	48	67	89
ENSG00000083457	ITGAE	72	18	75	164	29	65	5	82	94	84	161	138	146	161	188	126	160	135	172
ENSG00000083520	DIS3	1056	725	1096	997	1078	550	235	504	1058	1239	1442	1084	1284	891	1500	1293	1262	1392	745
ENSG00000083535	PIBF1	868	557	1008	2053	1368	427	493	793	840	1240	887	983	1119	744	1623	1226	1208	961	733
ENSG00000083544	TDRD3	1352	626	1554	1288	1271	861	245	713	1377	1641	1406	1581	1660	1317	2001	1876	1556	1656	986
ENSG00000083622	NA	30	150	11	0	0	0	0	3	62	111	106	106	141	43	97	166	99	40	88
ENSG00000083635	NUFIP1	121	10	153	50	56	196	15	108	81	188	109	69	101	71	111	139	126	107	68
ENSG00000083642	PDS5B	1734	1060	3094	2852	2909	1309	759	947	2959	2868	2455	1796	1704	1718	2620	1909	1912	2099	1295
ENSG00000083720	OXCT1	322	147	505	272	111	130	49	147	269	202	293	281	200	246	793	319	334	451	140
ENSG00000083750	RRAGB	151	22	156	606	140	3	41	75	159	168	254	149	198	132	375	146	173	188	98
ENSG00000083782	EPYC	25	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0
ENSG00000083799	CYLD	1094	826	2001	1876	1599	432	199	418	1513	1602	1558	1468	1650	866	1718	1430	1310	1151	882
ENSG00000083807	SLC27A5	36	3	90	49	10	48	4	1	36	12	31	31	58	14	53	33	9	20	24
ENSG00000083812	ZNF324	41	37	5	2	4	0	6	37	44	151	41	31	27	30	35	23	31	47	35
ENSG00000083814	ZNF671	53	1	16	1	7	0	0	96	33	16	82	86	53	56	113	79	40	84	88
ENSG00000083817	ZNF416	44	0	51	20	19	0	0	0	16	22	57	49	54	44	92	77	47	15	65
ENSG00000083828	ZNF586	252	164	252	83	232	116	46	59	169	321	286	265	358	181	497	325	200	299	269
ENSG00000083838	ZNF446	5	0	2	0	0	0	0	4	32	2	7	14	5	1	11	3	7	5	5
ENSG00000083844	ZNF264	1110	585	1499	1484	1107	107	242	601	1033	1085	1238	900	842	857	1034	891	820	1094	604
ENSG00000083845	RPS5	1101	363	1407	918	648	321	204	747	1038	920	2169	1493	1807	998	2419	1455	1077	1618	1406
ENSG00000083857	FAT1	8298	4875	7316	3665	3030	4137	2692	6285	3670	6548	10369	8704	8475	10819	13104	8279	7272	8374	6673
ENSG00000083896	YTHDC1	1485	731	1462	2245	2066	243	675	1540	1432	1437	1311	1465	1659	1512	1908	1934	1765	1849	1261
ENSG00000083937	CHMP2B	1721	1637	2707	2963	2501	2392	1062	1316	1860	2219	2167	2038	1955	2179	1982	2490	2306	1584	1142
ENSG00000084070	SMAP2	363	592	342	127	702	590	446	127	250	600	708	337	489	507	639	382	357	715	417
ENSG00000084072	PPIE	171	88	414	266	333	179	0	457	403	113	695	333	194	361	256	191	136	469	148
ENSG00000084073	ZMPSTE24	538	798	1416	913	1002	268	120	211	769	1091	659	577	555	483	652	642	420	516	334
ENSG00000084090	STARD7	755	410	1182	553	911	602	93	401	644	1042	1042	972	1073	736	1164	939	784	843	668
ENSG00000084092	NOA1	207	252	93	381	554	134	57	38	208	231	271	283	376	306	359	348	124	280	209
ENSG00000084093	REST	1924	897	3559	2133	2316	1352	1723	1115	2036	2675	2561	2136	2322	1690	2650	2555	1980	1977	1269
ENSG00000084110	HAL	15	7	1	0	5	0	0	0	2	5	10	8	29	7	17	25	9	15	17
ENSG00000084112	SSH1	727	293	542	533	324	37	50	601	266	474	545	419	339	362	676	520	353	596	373
ENSG00000084207	GSTP1	432	211	960	675	188	160	199	808	256	493	558	430	662	326	587	261	170	599	189
ENSG00000084234	APLP2	5808	2086	9542	3417	4546	3233	842	929	3548	6454	4992	4186	3317	4872	4616	4251	3501	5390	3681
ENSG00000084444	FAM234B	36	0	112	202	229	3	2	48	36	129	54	42	25	78	35	24	34	92	29
ENSG00000084453	SLCO1A2	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	4	1	2	0
ENSG00000084463	WBP11	721	608	869	1635	1108	454	914	712	993	876	747	657	693	636	819	811	647	907	510
ENSG00000084623	EIF3I	530	150	762	677	794	123	209	210	331	614	583	463	633	361	671	560	607	516	436
ENSG00000084628	NKAIN1	3	0	2	0	0	0	0	0	0	0	5	1	0	3	2	0	2	0	0
ENSG00000084636	COL16A1	506	288	743	235	258	2	3	105	187	279	260	288	256	254	537	211	336	526	191
ENSG00000084652	TXLNA	920	173	1029	657	541	91	200	648	236	446	835	599	412	522	851	696	489	784	579
ENSG00000084674	APOB	2470	9	503	0	58	35	24	23	93	104	92	67	17	299223	305	34	108	106	24
ENSG00000084676	NCOA1	3078	1150	5767	3649	4843	1097	657	1563	2069	2740	2983	2916	2121	3093	4373	3778	2642	3097	3055
ENSG00000084693	AGBL5	117	9	494	10	71	21	19	72	26	24	187	104	98	70	190	116	93	230	101
ENSG00000084710	EFR3B	27	0	56	155	53	0	0	1	17	14	31	60	23	21	55	28	78	53	28
ENSG00000084731	KIF3C	147	52	239	379	146	2	6	1	79	61	65	59	36	123	184	107	51	183	45
ENSG00000084733	RAB10	1981	2153	3496	2574	1934	4149	4037	908	2419	3544	2370	2152	2022	1752	2315	2267	1907	1665	1506
ENSG00000084734	GCKR	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
ENSG00000084754	HADHA	1884	820	2822	1724	2235	932	723	642	1366	2340	3236	2788	2651	3158	3524	2526	1131	1866	1946
ENSG00000084764	MAPRE3	156	186	128	104	109	31	4	32	46	77	92	179	103	54	125	113	65	80	90
